# ----------------------------------------,,
# Desktop,,
# Top Conversion Paths,,
# 20140601-20150121,,
# ----------------------------------------,,
,,
MCF Channel Grouping Path,Conversions,Conversion Value
Email > Direct > Direct > Email > Direct > Email > Email,31,"$3,290.27 "
Email > Direct > Direct > Paid Search > Direct > Direct,31,"$3,213.33 "
Email > Email > Direct > Email > Direct > Direct > Email,31,"$2,292.47 "
Email > Email > Direct > Referral > Email,31,"$2,280.90 "
Email > Email > Email > Paid Search > Paid Search > Paid Search,31,"$4,736.34 "
Email > Email > Email > Email > Email > Email > Direct > Email > Email,31,"$2,494.21 "
Email > Email > Email > Email > Display > Email > Email,31,"$2,720.67 "
Email > Email > Referral > Email > Email,31,"$1,851.97 "
Email > Email > Paid Search > Email > Email > Direct,31,"$3,092.04 "
Email > Display > Direct > Referral,31,"$2,874.80 "
Email > Display > Email > Other Advertising,31,"$3,371.70 "
Email > Paid Search > Email > Display > Email,31,"$3,683.30 "
Email > Paid Search > Email > Organic Search,31,"$4,525.03 "
Email > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,31,"$2,238.35 "
Email > Paid Search > Paid Search > Direct > Email,31,"$2,475.93 "
Email > Paid Search > Organic Search > Other Advertising,31,"$2,743.16 "
Email > Organic Search > Paid Search > Organic Search,31,"$3,109.56 "
Email > Other Advertising > Direct > Direct > Other Advertising,31,"$3,289.75 "
Email > Other Advertising > Email > Other Advertising > Email > Other Advertising,31,"$3,053.98 "
Display > Email > Direct > Email > Email,31,"$3,124.12 "
Display > Display > Display > Paid Search > Direct,31,"$2,564.95 "
Display > Display > Display > Paid Search > Paid Search > Paid Search,31,"$3,343.87 "
Display > Display > Display > Display > Paid Search > Paid Search,31,"$2,837.27 "
Display > Referral > Direct,31,"$2,275.43 "
Display > Paid Search > Other Advertising > Other Advertising,31,"$2,259.89 "
Referral > Direct > Direct > Email,31,"$2,599.24 "
Referral > Direct > Referral > Direct > Direct,31,"$3,274.59 "
Referral > Referral > Referral > Direct > Direct,31,"$3,352.74 "
Organic Search > Direct > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,31,"$3,506.98 "
Organic Search > Direct > Display > Display > Direct,31,"$3,004.34 "
Organic Search > Direct > Organic Search > Organic Search > Paid Search,31,"$2,592.89 "
Organic Search > Direct > Other Advertising > Organic Search > Direct,31,"$4,221.61 "
Organic Search > Referral > Organic Search > Other Advertising,31,"$2,093.61 "
Organic Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Direct,31,"$3,262.73 "
Organic Search > Paid Search > Organic Search > Paid Search > Organic Search > Paid Search > Paid Search,31,"$3,650.18 "
Organic Search > Organic Search > Direct > Direct > Direct > Direct > Organic Search,31,"$2,885.64 "
Organic Search > Organic Search > Organic Search > Display > Organic Search,31,"$3,526.68 "
Organic Search > Organic Search > Other Advertising > Direct > Direct,31,"$3,289.76 "
Organic Search > Other Advertising > Direct > Organic Search > Direct,31,"$2,503.47 "
Other Advertising > Email > Email > Email,31,"$3,035.44 "
Other Advertising > Organic Search > Other Advertising > Organic Search > Other Advertising,31,"$4,092.34 "
Other Advertising > Other Advertising > (unavailable) > Other Advertising,31,"$2,679.00 "
Other Advertising > Other Advertising > Organic Search > Direct,31,"$3,086.82 "
Other Advertising > Other Advertising > Other Advertising > Other Advertising > Referral,31,"$2,474.51 "
Paid Search > (unavailable) > Other Advertising > (unavailable),30,"$2,453.18 "
Paid Search > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct,30,"$3,753.89 "
Paid Search > Direct > Paid Search > Paid Search > Paid Search > Direct > Direct > Direct,30,"$3,924.01 "
Paid Search > Direct > Direct > Direct > Direct > Paid Search > Paid Search > Direct,30,"$3,202.63 "
Paid Search > Direct > Direct > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct,30,"$5,051.08 "
Paid Search > Direct > Referral > Direct > Direct > Direct > Direct,30,"$2,837.78 "
Paid Search > Direct > Organic Search > Direct > Organic Search,30,"$2,748.14 "
Paid Search > Email > Email > Email > Direct > Direct,30,"$2,722.66 "
Paid Search > Display > Direct > Display > Display > Display,30,"$3,939.37 "
Paid Search > Display > Display > Display > Paid Search > Direct,30,"$2,862.46 "
Paid Search > Referral > Direct > Referral,30,"$5,249.98 "
Paid Search > Referral > Email > Direct,30,"$2,950.94 "
Paid Search > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,30,"$2,409.31 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Display,30,"$2,613.05 "
Paid Search > Paid Search > Direct > Paid Search > Paid Search > Referral,30,"$2,383.53 "
Paid Search > Paid Search > Direct > Paid Search > Other Advertising > Other Advertising,30,"$3,836.94 "
Paid Search > Paid Search > Direct > Other Advertising > Direct > Direct,30,"$4,736.02 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,30,"$3,419.59 "
Paid Search > Paid Search > Paid Search > Paid Search > Other Advertising > Paid Search > Paid Search,30,"$3,482.61 "
Paid Search > Paid Search > Paid Search > Display > Email,30,"$2,695.92 "
Paid Search > Paid Search > Organic Search > Paid Search > Paid Search > Other Advertising,30,"$2,624.87 "
Paid Search > Paid Search > Organic Search > Display > Organic Search,30,"$2,604.16 "
Paid Search > Paid Search > Other Advertising > Other Advertising > Other Advertising > Direct,30,"$2,245.15 "
Paid Search > Organic Search > Paid Search > Paid Search > Paid Search > Organic Search > Paid Search,30,"$3,314.87 "
Paid Search > Other Advertising > Paid Search > Other Advertising > Paid Search > Paid Search,30,"$2,704.43 "
(unavailable) > Organic Search > Direct > Direct > Direct,30,"$2,657.10 "
Direct > Direct > Direct > Paid Search > Other Advertising > Direct,30,"$3,339.43 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,30,"$2,934.12 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Referral > Direct > Direct,30,"$2,762.05 "
Direct > Direct > Direct > Direct > Direct > Direct > Direct > Organic Search > Other Advertising,30,"$4,341.26 "
Direct > Direct > Direct > Direct > Direct > Direct > Email > Direct > Direct > Direct > Direct,30,"$3,365.42 "
Direct > Direct > Direct > Direct > Display > Direct > Display > Direct,30,"$2,875.59 "
Direct > Direct > Email > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,30,"$3,146.77 "
Direct > Direct > Referral > Direct > Referral,30,"$3,342.12 "
Direct > Direct > Organic Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,30,"$2,816.92 "
Direct > Direct > Organic Search > Other Advertising > Organic Search,30,"$3,351.93 "
Direct > Email > Paid Search > Paid Search > Paid Search,30,"$3,290.10 "
Direct > Email > Direct > Email > Direct > Direct > Direct > Direct,30,"$2,945.06 "
Direct > Email > Email > Paid Search > Email,30,"$2,538.55 "
Direct > Display > Direct > Display > Direct > Display,30,"$1,944.21 "
Direct > Display > Display > Paid Search > Direct,30,"$2,356.81 "
Direct > Display > Display > Paid Search > Display,30,"$3,131.58 "
Direct > Display > Display > Display > Display > Display > Display > Display,30,"$2,655.18 "
Direct > Display > Organic Search > Display,30,"$2,774.52 "
Direct > Referral > Direct > Direct > Display,30,"$2,219.77 "
Direct > Referral > Direct > Direct > Paid Search,30,"$2,245.22 "
Direct > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search,30,"$2,891.86 "
Direct > Paid Search > Paid Search > Direct > Display,30,"$3,210.64 "
Direct > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,30,"$3,513.24 "
Direct > Paid Search > Direct > Display > Display,30,"$2,417.53 "
Direct > Paid Search > Direct > Organic Search > Other Advertising,30,"$3,786.64 "
Direct > Paid Search > Organic Search > Display,30,"$2,606.45 "
Direct > Organic Search > Paid Search > Direct > Direct > Direct > Direct,30,"$4,539.81 "
Direct > Other Advertising > Direct > Direct > Direct > Direct > Direct > Direct > Other Advertising,30,"$3,463.53 "
Direct > Other Advertising > Direct > Direct > Organic Search,30,"$2,282.03 "
Email > Direct > Paid Search > Display,30,"$4,979.91 "
Email > Direct > Direct > Direct > Display > Direct,30,"$2,593.66 "
Email > Direct > Direct > Display > Display,30,"$3,818.67 "
Email > Email > Direct > Direct > Email > Direct > Email,30,"$2,549.12 "
Email > Email > Email > Email > Email > Direct > Email > Email > Email > Email,30,"$2,071.03 "
Email > Email > Email > Email > Email > Email > Email > Email > Email > Direct,30,"$2,295.46 "
Email > Email > Email > Organic Search > Direct,30,"$2,294.03 "
Email > Email > Display > Email > Email > Direct,30,"$3,225.03 "
Display > Display > Display > Paid Search > Display,30,"$2,294.62 "
Display > Display > Display > Direct > Paid Search,30,"$2,744.74 "
Display > Display > Paid Search > Paid Search > Direct,30,"$3,719.14 "
Display > Paid Search > Paid Search > Direct > Paid Search,30,"$2,361.39 "
Display > Paid Search > Other Advertising > Direct,30,"$3,305.71 "
Display > Other Advertising > Referral,30,"$2,819.69 "
Referral > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,30,"$2,122.74 "
Organic Search > Direct > Paid Search > Other Advertising > Other Advertising,30,"$3,248.63 "
Organic Search > Direct > Direct > Direct > Direct > Display > Direct,30,"$3,011.58 "
Organic Search > Direct > Direct > Organic Search > Organic Search > Organic Search,30,"$2,563.05 "
Organic Search > Email > Email > Direct > Direct,30,"$3,261.53 "
Organic Search > Email > Email > Email > Direct,30,"$2,644.86 "
Organic Search > Display > Display > Display > Display > Display,30,"$2,196.56 "
Organic Search > Display > Display > Organic Search > Direct,30,"$2,951.17 "
Organic Search > Referral > Organic Search > Direct > Direct,30,"$2,272.53 "
Organic Search > Paid Search > Paid Search > Paid Search > Display > Paid Search,30,"$2,936.10 "
Organic Search > Paid Search > Paid Search > Display > Direct,30,"$2,011.23 "
Organic Search > Paid Search > Paid Search > Other Advertising > Paid Search,30,"$2,983.36 "
Organic Search > Organic Search > Direct > Direct > Direct > Organic Search > Direct,30,"$2,835.00 "
Organic Search > Organic Search > Direct > Display > Organic Search,30,"$2,675.83 "
Organic Search > Organic Search > Direct > Organic Search > Other Advertising,30,"$2,517.28 "
Organic Search > Organic Search > Display > Organic Search > Direct,30,"$2,535.64 "
Organic Search > Organic Search > Organic Search > Paid Search > Organic Search > Direct,30,"$2,449.69 "
Organic Search > Organic Search > Organic Search > Other Advertising > Organic Search,30,"$3,651.08 "
Organic Search > Other Advertising > Direct > Direct > Organic Search,30,"$2,979.91 "
Organic Search > Other Advertising > Other Advertising > Organic Search > Direct,30,"$2,370.12 "
Other Advertising > Direct > Direct > Direct > Organic Search,30,"$2,968.56 "
Other Advertising > Referral > Paid Search,30,"$3,591.79 "
Other Advertising > Paid Search > Display > Paid Search,30,"$2,440.95 "
Other Advertising > Other Advertising > Direct > Direct > Direct > Direct > Direct,30,"$4,460.19 "
Other Advertising > Other Advertising > Direct > Direct > Other Advertising > Other Advertising,30,"$2,959.01 "
Other Advertising > Other Advertising > Paid Search > Other Advertising > Direct,30,"$2,866.99 "
Paid Search > (unavailable) > Organic Search > Paid Search,29,"$3,408.34 "
Paid Search > Direct > Paid Search > Paid Search > Direct > Paid Search > Paid Search > Paid Search,29,"$3,556.30 "
Paid Search > Direct > Paid Search > Paid Search > Paid Search > Referral,29,"$2,770.92 "
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,29,"$3,121.85 "
Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,29,"$3,984.90 "
Paid Search > Direct > Direct > Direct > Direct > Direct > Paid Search > Paid Search,29,"$2,959.11 "
Paid Search > Direct > Direct > Direct > Referral > Direct > Direct,29,"$3,106.10 "
Paid Search > Direct > Direct > Direct > Organic Search > Paid Search,29,"$2,973.13 "
Paid Search > Direct > Direct > Display > Direct > Direct > Direct > Direct,29,"$3,446.55 "
Paid Search > Direct > Direct > Paid Search > Organic Search > Direct,29,"$3,249.55 "
Paid Search > Direct > Direct > Other Advertising > Direct > Direct > Direct,29,"$2,864.82 "
Paid Search > Direct > Referral > Referral,29,"$3,655.09 "
Paid Search > Direct > Organic Search > Email,29,"$3,360.07 "
Paid Search > Direct > Organic Search > Organic Search > Paid Search,29,"$2,192.15 "
Paid Search > Direct > Other Advertising > Direct > Direct > Other Advertising,29,"$3,675.18 "
Paid Search > Email > Direct > Paid Search > Email,29,"$2,440.92 "
Paid Search > Display > Display > Paid Search > Organic Search,29,"$2,683.47 "
Paid Search > Referral > Paid Search > Email,29,"$2,185.91 "
Paid Search > Paid Search > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,29,"$4,872.58 "
Paid Search > Paid Search > Display > Display > Display > Display > Display > Display,29,"$2,179.22 "
Paid Search > Paid Search > Display > Display > Display > Display > Paid Search,29,"$2,601.38 "
Paid Search > Paid Search > Paid Search > Paid Search > Direct > Paid Search > Direct > Paid Search,29,"$2,999.33 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Direct > Paid Search > Paid Search,29,"$2,427.46 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Direct > Direct > Paid Search,29,"$3,569.84 "
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Other Advertising > Paid Search,29,"$3,055.45 "
Paid Search > Paid Search > Paid Search > Direct > Direct > Direct > Direct > Paid Search,29,"$2,749.16 "
Paid Search > Paid Search > Paid Search > Organic Search > Direct > Paid Search > Paid Search,29,"$2,804.21 "
Paid Search > Organic Search > Direct > Direct > Paid Search > Paid Search,29,"$3,521.96 "
Paid Search > Organic Search > Display > Display > Display,29,"$2,427.03 "
Paid Search > Organic Search > Display > Referral,29,"$3,115.89 "
Paid Search > Organic Search > Paid Search > Direct > Paid Search > Direct,29,"$3,652.01 "
Paid Search > Other Advertising > (unavailable) > (unavailable),29,"$3,618.59 "
Paid Search > Other Advertising > Direct > Paid Search > Direct,29,"$3,334.75 "
Paid Search > Other Advertising > Paid Search > Paid Search > Other Advertising > Direct,29,"$2,837.75 "
